
Attaching file multidimfit.root as _file0...
(TFile *) 0x2d98b00

  RooFitResult: minimized FCN value: -6.28915, estimated distance to minimum: 3.01576e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY16_bin89_LQint    3.9000e+01 +/-  4.75e+00
  prop_binY16_bin89_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin89_alpha    2.6503e-04 +/-  1.71e-01
  prop_binY16_bin89_dy_gg    2.0002e+00 +/-  9.83e-01
  prop_binY16_bin89_fmn   -6.2448e-03 +/-  1.71e-01
  prop_binY16_bin89_fpl    9.2389e-03 +/-  1.71e-01
      prop_binY16_bin9    2.5648e-01 +/-  1.70e-01
  prop_binY16_bin90_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin90_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin90_alpha    3.5316e-05 +/-  1.71e-01
  prop_binY16_bin90_dy_gg    3.0001e+00 +/-  1.22e+00
  prop_binY16_bin90_fmn   -4.9594e-04 +/-  1.71e-01
  prop_binY16_bin90_fpl    8.9574e-04 +/-  1.71e-01
  prop_binY16_bin90_gam    2.0004e+00 +/-  9.83e-01
  prop_binY16_bin91_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin91_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin91_alpha   -1.8524e-04 +/-  1.71e-01
  prop_binY16_bin91_dy_gg   -6.1172e-05 +/-  1.71e-01
  prop_binY16_bin91_fmn    1.7660e-03 +/-  1.71e-01
  prop_binY16_bin91_fpl   -4.7567e-03 +/-  1.71e-01
  prop_binY16_bin91_gam    1.9983e+00 +/-  9.82e-01
     prop_binY16_bin92    4.1346e-03 +/-  1.71e-01
     prop_binY16_bin93   -1.8619e-03 +/-  1.71e-01
     prop_binY16_bin94   -8.7572e-04 +/-  1.71e-01
  prop_binY16_bin95_LQint    4.0000e+00 +/-  1.42e+00
  prop_binY16_bin95_LQpure    4.0000e+00 +/-  1.42e+00
  prop_binY16_bin95_alpha    4.0000e+00 +/-  1.42e+00
  prop_binY16_bin95_dy_gg   -1.5759e-04 +/-  1.71e-01
  prop_binY16_bin95_fmn    3.0002e+00 +/-  1.22e+00
  prop_binY16_bin95_fpl    2.9979e+00 +/-  1.22e+00
      prop_binY17_bin0    2.9828e-01 +/-  1.69e-01
      prop_binY17_bin1   -2.0774e-01 +/-  1.70e-01
     prop_binY17_bin10    1.0995e-01 +/-  1.70e-01
     prop_binY17_bin11   -7.0259e-02 +/-  1.70e-01
     prop_binY17_bin12    8.3640e-02 +/-  1.70e-01
     prop_binY17_bin13   -9.9340e-02 +/-  1.70e-01
     prop_binY17_bin14   -1.5364e-02 +/-  1.71e-01
     prop_binY17_bin15    2.2435e-01 +/-  1.70e-01
  prop_binY17_bin16_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin16_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin16_alpha   -5.4075e-04 +/-  1.71e-01
  prop_binY17_bin16_bk    3.6787e+00 +/-  1.26e+00
  prop_binY17_bin16_dy_gg    7.9750e+00 +/-  2.06e+00
  prop_binY17_bin16_fmn    2.7419e-02 +/-  1.71e-01
  prop_binY17_bin16_fpl   -5.0554e-02 +/-  1.71e-01
  prop_binY17_bin16_gam    4.9893e+01 +/-  5.38e+00
     prop_binY17_bin17    3.6199e-03 +/-  1.70e-01
     prop_binY17_bin18    3.1493e-01 +/-  1.70e-01
     prop_binY17_bin19   -9.7347e-02 +/-  1.71e-01
      prop_binY17_bin2    5.9430e-02 +/-  1.70e-01
     prop_binY17_bin20   -4.5539e-03 +/-  1.71e-01
     prop_binY17_bin21   -2.0265e-01 +/-  1.70e-01
     prop_binY17_bin22   -2.4757e-03 +/-  1.70e-01
     prop_binY17_bin23    1.0456e-01 +/-  1.70e-01
  prop_binY17_bin24_LQint    3.0000e+00 +/-  1.22e+00
  prop_binY17_bin24_LQpure    4.0000e+00 +/-  1.42e+00
  prop_binY17_bin24_alpha    1.0998e+01 +/-  2.45e+00
  prop_binY17_bin24_bk    1.9369e+00 +/-  9.60e-01
  prop_binY17_bin24_dy_gg    9.8770e-01 +/-  6.78e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  2.70e+00
  prop_binY17_bin24_fpl    1.2796e+01 +/-  2.65e+00
  prop_binY17_bin24_gam    4.9214e+00 +/-  1.59e+00
     prop_binY17_bin25   -3.7977e-02 +/-  1.71e-01
     prop_binY17_bin26    8.4972e-02 +/-  1.70e-01
     prop_binY17_bin27   -1.1369e-02 +/-  1.71e-01
     prop_binY17_bin28    1.6098e-02 +/-  1.71e-01
     prop_binY17_bin29   -5.2866e-02 +/-  1.71e-01
      prop_binY17_bin3    3.6790e-02 +/-  1.70e-01
     prop_binY17_bin30    3.2439e-03 +/-  1.71e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.22e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.42e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  2.46e+00
  prop_binY17_bin31_bk    2.0230e+00 +/-  9.90e-01
  prop_binY17_bin31_dy_gg    1.0044e+00 +/-  6.86e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  2.68e+00
  prop_binY17_bin31_fpl    1.3155e+01 +/-  2.67e+00
  prop_binY17_bin31_gam    5.0280e+00 +/-  1.61e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin32_alpha   -7.4304e-05 +/-  1.71e-01
  prop_binY17_bin32_bk    6.6122e+00 +/-  1.60e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  2.99e+00
  prop_binY17_bin32_fmn    4.1192e-03 +/-  1.71e-01
  prop_binY17_bin32_fpl   -1.1574e-02 +/-  1.71e-01
  prop_binY17_bin32_gam   -1.0443e-02 +/-  1.71e-01
     prop_binY17_bin33    1.9321e-02 +/-  1.71e-01
     prop_binY17_bin34    2.5101e-02 +/-  1.70e-01
     prop_binY17_bin35   -1.1320e-01 +/-  1.71e-01
     prop_binY17_bin36    8.7414e-02 +/-  1.71e-01
     prop_binY17_bin37   -1.8291e-02 +/-  1.70e-01
     prop_binY17_bin38   -1.9907e-02 +/-  1.71e-01
     prop_binY17_bin39    1.6235e-01 +/-  1.69e-01
      prop_binY17_bin4    7.4626e-03 +/-  1.70e-01
  prop_binY17_bin40_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin40_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin40_alpha   -3.8137e-04 +/-  1.71e-01
  prop_binY17_bin40_bk    3.3343e+00 +/-  1.17e+00
  prop_binY17_bin40_dy_gg    3.3971e+01 +/-  4.42e+00
  prop_binY17_bin40_fmn    2.1647e-02 +/-  1.71e-01
  prop_binY17_bin40_fpl   -4.2163e-02 +/-  1.71e-01
  prop_binY17_bin40_gam    3.8789e+01 +/-  4.73e+00
     prop_binY17_bin41    5.0136e-02 +/-  1.70e-01
     prop_binY17_bin42    1.8597e-02 +/-  1.71e-01
     prop_binY17_bin43   -4.4793e-03 +/-  1.71e-01
     prop_binY17_bin44    4.7340e-03 +/-  1.71e-01
     prop_binY17_bin45   -1.0057e-02 +/-  1.71e-01
     prop_binY17_bin46   -1.9682e-02 +/-  1.71e-01
     prop_binY17_bin47    2.2722e-01 +/-  1.70e-01
  prop_binY17_bin48_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin48_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY17_bin48_alpha    2.8634e-05 +/-  1.71e-01
  prop_binY17_bin48_bk    5.0635e+00 +/-  1.50e+00
  prop_binY17_bin48_dy_gg    1.9002e+01 +/-  3.28e+00
  prop_binY17_bin48_fmn   -1.5002e-03 +/-  1.71e-01
  prop_binY17_bin48_fpl    2.4525e-03 +/-  1.71e-01
  prop_binY17_bin48_gam    2.6014e+01 +/-  3.85e+00
     prop_binY17_bin49    1.9046e-02 +/-  1.71e-01
      prop_binY17_bin5   -5.3367e-02 +/-  1.70e-01
     prop_binY17_bin50    1.6992e-03 +/-  1.71e-01
     prop_binY17_bin51    1.6767e-03 +/-  1.71e-01
     prop_binY17_bin52   -4.7929e-04 +/-  1.71e-01
     prop_binY17_bin53   -5.5001e-04 +/-  1.71e-01
     prop_binY17_bin54   -4.5745e-03 +/-  1.71e-01
     prop_binY17_bin55   -9.2913e-03 +/-  1.70e-01
  prop_binY17_bin56_LQint    2.0000e+00 +/-  9.83e-01
  prop_binY17_bin56_LQpure    3.0000e+00 +/-  1.22e+00
  prop_binY17_bin56_alpha    2.5000e+01 +/-  3.78e+00
  prop_binY17_bin56_dy_gg    1.9977e+00 +/-  9.82e-01
  prop_binY17_bin56_fmn    2.8014e+01 +/-  4.01e+00
  prop_binY17_bin56_fpl    2.7979e+01 +/-  4.00e+00
  prop_binY17_bin56_gam    1.9995e+00 +/-  9.83e-01
     prop_binY17_bin57    6.7099e-03 +/-  1.71e-01
     prop_binY17_bin58   -1.3424e-02 +/-  1.71e-01
     prop_binY17_bin59    9.8696e-03 +/-  1.71e-01
      prop_binY17_bin6    1.6383e-01 +/-  1.70e-01
     prop_binY17_bin60   -1.0702e-02 +/-  1.71e-01
     prop_binY17_bin61    6.3683e-03 +/-  1.71e-01
     prop_binY17_bin62   -1.5976e-03 +/-  1.71e-01
  prop_binY17_bin63_LQint    2.0000e+00 +/-  9.83e-01
  prop_binY17_bin63_LQpure    3.0000e+00 +/-  1.22e+00
  prop_binY17_bin63_alpha    2.5000e+01 +/-  3.78e+00
  prop_binY17_bin63_dy_gg    2.0004e+00 +/-  9.83e-01
  prop_binY17_bin63_fmn    2.7999e+01 +/-  4.01e+00
  prop_binY17_bin63_fpl    2.8008e+01 +/-  4.00e+00
  prop_binY17_bin63_gam    2.0001e+00 +/-  9.83e-01
     prop_binY17_bin64   -1.3150e-01 +/-  1.70e-01
     prop_binY17_bin65    9.4068e-03 +/-  1.71e-01
     prop_binY17_bin66   -5.0367e-03 +/-  1.71e-01
     prop_binY17_bin67   -9.1608e-04 +/-  1.71e-01
     prop_binY17_bin68    3.7586e-04 +/-  1.71e-01
     prop_binY17_bin69    6.9246e-03 +/-  1.71e-01
      prop_binY17_bin7   -2.4921e-01 +/-  1.69e-01
     prop_binY17_bin70   -2.4086e-03 +/-  1.71e-01
     prop_binY17_bin71    1.0569e-01 +/-  1.70e-01
     prop_binY17_bin72    2.2021e-02 +/-  1.71e-01
     prop_binY17_bin73    6.4001e-03 +/-  1.71e-01
     prop_binY17_bin74    1.0767e-02 +/-  1.71e-01
     prop_binY17_bin75    2.0839e-03 +/-  1.71e-01
     prop_binY17_bin76   -1.2836e-03 +/-  1.71e-01
     prop_binY17_bin77   -4.2118e-03 +/-  1.71e-01
     prop_binY17_bin78    3.3066e-04 +/-  1.71e-01
     prop_binY17_bin79   -6.1915e-03 +/-  1.71e-01
      prop_binY17_bin8   -2.8244e-01 +/-  1.69e-01
