
Attaching file multidimfit.root as _file0...
(TFile *) 0x268f8b0

  RooFitResult: minimized FCN value: -6.28886, estimated distance to minimum: 2.7522e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin44    4.7185e-03 +/-  1.61e-01
     prop_binY17_bin45   -1.0101e-02 +/-  1.61e-01
     prop_binY17_bin46   -1.9698e-02 +/-  1.61e-01
     prop_binY17_bin47    2.2713e-01 +/-  1.61e-01
  prop_binY17_bin48_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin48_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin48_alpha    2.8677e-05 +/-  1.61e-01
  prop_binY17_bin48_bk    5.0637e+00 +/-  1.46e+00
  prop_binY17_bin48_dy_gg    1.9002e+01 +/-  3.19e+00
  prop_binY17_bin48_fmn   -1.5171e-03 +/-  1.61e-01
  prop_binY17_bin48_fpl    2.4813e-03 +/-  1.61e-01
  prop_binY17_bin48_gam    2.6015e+01 +/-  3.75e+00
     prop_binY17_bin49    1.9071e-02 +/-  1.61e-01
      prop_binY17_bin5   -5.3777e-02 +/-  1.61e-01
     prop_binY17_bin50    1.6983e-03 +/-  1.61e-01
     prop_binY17_bin51    1.7132e-03 +/-  1.61e-01
     prop_binY17_bin52   -4.7212e-04 +/-  1.61e-01
     prop_binY17_bin53   -5.8680e-04 +/-  1.61e-01
     prop_binY17_bin54   -4.5770e-03 +/-  1.61e-01
     prop_binY17_bin55   -9.2773e-03 +/-  1.61e-01
  prop_binY17_bin56_LQint    2.0000e+00 +/-  9.52e-01
  prop_binY17_bin56_LQpure    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin56_alpha    2.5000e+01 +/-  3.68e+00
  prop_binY17_bin56_dy_gg    1.9977e+00 +/-  9.52e-01
  prop_binY17_bin56_fmn    2.8014e+01 +/-  3.90e+00
  prop_binY17_bin56_fpl    2.7979e+01 +/-  3.90e+00
  prop_binY17_bin56_gam    1.9995e+00 +/-  9.52e-01
     prop_binY17_bin57    6.7283e-03 +/-  1.61e-01
     prop_binY17_bin58   -1.3363e-02 +/-  1.61e-01
     prop_binY17_bin59    9.9128e-03 +/-  1.61e-01
      prop_binY17_bin6    1.6333e-01 +/-  1.60e-01
     prop_binY17_bin60   -1.0683e-02 +/-  1.61e-01
     prop_binY17_bin61    6.3893e-03 +/-  1.61e-01
     prop_binY17_bin62   -1.5647e-03 +/-  1.61e-01
  prop_binY17_bin63_LQint    2.0000e+00 +/-  9.52e-01
  prop_binY17_bin63_LQpure    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin63_alpha    2.5000e+01 +/-  3.68e+00
  prop_binY17_bin63_dy_gg    2.0004e+00 +/-  9.53e-01
  prop_binY17_bin63_fmn    2.7999e+01 +/-  3.90e+00
  prop_binY17_bin63_fpl    2.8008e+01 +/-  3.90e+00
  prop_binY17_bin63_gam    2.0001e+00 +/-  9.52e-01
     prop_binY17_bin64   -1.3142e-01 +/-  1.61e-01
     prop_binY17_bin65    9.4224e-03 +/-  1.61e-01
     prop_binY17_bin66   -5.0175e-03 +/-  1.61e-01
     prop_binY17_bin67   -9.1515e-04 +/-  1.61e-01
     prop_binY17_bin68    3.6883e-04 +/-  1.61e-01
     prop_binY17_bin69    6.9369e-03 +/-  1.61e-01
      prop_binY17_bin7   -2.4892e-01 +/-  1.60e-01
     prop_binY17_bin70   -2.3889e-03 +/-  1.61e-01
     prop_binY17_bin71    1.0586e-01 +/-  1.61e-01
