
Attaching file multidimfit.root as _file0...
(TFile *) 0x4032720

  RooFitResult: minimized FCN value: -6.28527, estimated distance to minimum: 2.55402e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin30    3.0442e-03 +/-  1.58e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.17e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.37e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  2.37e+00
  prop_binY17_bin31_bk    2.0228e+00 +/-  9.49e-01
  prop_binY17_bin31_dy_gg    1.0044e+00 +/-  6.57e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  2.58e+00
  prop_binY17_bin31_fpl    1.3154e+01 +/-  2.58e+00
  prop_binY17_bin31_gam    5.0279e+00 +/-  1.55e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin32_alpha   -7.3529e-05 +/-  1.58e-01
  prop_binY17_bin32_bk    6.6153e+00 +/-  1.56e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  2.89e+00
  prop_binY17_bin32_fmn    4.0693e-03 +/-  1.58e-01
  prop_binY17_bin32_fpl   -1.1431e-02 +/-  1.58e-01
  prop_binY17_bin32_gam   -1.0312e-02 +/-  1.58e-01
     prop_binY17_bin33    1.9032e-02 +/-  1.58e-01
     prop_binY17_bin34    2.3962e-02 +/-  1.58e-01
     prop_binY17_bin35   -1.1365e-01 +/-  1.58e-01
     prop_binY17_bin36    8.6609e-02 +/-  1.58e-01
     prop_binY17_bin37   -1.9282e-02 +/-  1.58e-01
     prop_binY17_bin38   -2.0225e-02 +/-  1.58e-01
     prop_binY17_bin39    1.6356e-01 +/-  1.57e-01
      prop_binY17_bin4    5.4045e-03 +/-  1.58e-01
  prop_binY17_bin40_LQint    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin40_LQpure    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin40_alpha   -3.8135e-04 +/-  1.58e-01
  prop_binY17_bin40_bk    3.3357e+00 +/-  1.14e+00
  prop_binY17_bin40_dy_gg    3.3971e+01 +/-  4.28e+00
  prop_binY17_bin40_fmn    2.1612e-02 +/-  1.58e-01
  prop_binY17_bin40_fpl   -4.2086e-02 +/-  1.58e-01
  prop_binY17_bin40_gam    3.8790e+01 +/-  4.57e+00
     prop_binY17_bin41    5.0922e-02 +/-  1.58e-01
     prop_binY17_bin42    1.8367e-02 +/-  1.58e-01
     prop_binY17_bin43   -4.6703e-03 +/-  1.58e-01
     prop_binY17_bin44    4.5109e-03 +/-  1.58e-01
     prop_binY17_bin45   -1.0334e-02 +/-  1.58e-01
     prop_binY17_bin46   -1.8870e-02 +/-  1.58e-01
     prop_binY17_bin47    2.2741e-01 +/-  1.58e-01
  prop_binY17_bin48_LQint    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin48_LQpure    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin48_alpha    2.9519e-05 +/-  1.58e-01
  prop_binY17_bin48_bk    5.0650e+00 +/-  1.45e+00
  prop_binY17_bin48_dy_gg    1.9002e+01 +/-  3.16e+00
  prop_binY17_bin48_fmn   -1.5425e-03 +/-  1.58e-01
  prop_binY17_bin48_fpl    2.5214e-03 +/-  1.58e-01
  prop_binY17_bin48_gam    2.6015e+01 +/-  3.72e+00
     prop_binY17_bin49    1.9411e-02 +/-  1.58e-01
      prop_binY17_bin5   -5.4928e-02 +/-  1.58e-01
     prop_binY17_bin50    1.9795e-03 +/-  1.58e-01
     prop_binY17_bin51    1.6664e-03 +/-  1.58e-01
     prop_binY17_bin52   -4.7592e-04 +/-  1.58e-01
     prop_binY17_bin53   -1.4127e-04 +/-  1.58e-01
     prop_binY17_bin54   -4.1257e-03 +/-  1.58e-01
     prop_binY17_bin55   -9.1425e-03 +/-  1.58e-01
  prop_binY17_bin56_LQint    2.0000e+00 +/-  9.43e-01
  prop_binY17_bin56_LQpure    3.0000e+00 +/-  1.17e+00
  prop_binY17_bin56_alpha    2.5000e+01 +/-  3.65e+00
  prop_binY17_bin56_dy_gg    1.9977e+00 +/-  9.42e-01
  prop_binY17_bin56_fmn    2.8014e+01 +/-  3.87e+00
  prop_binY17_bin56_fpl    2.7979e+01 +/-  3.86e+00
  prop_binY17_bin56_gam    1.9995e+00 +/-  9.43e-01
     prop_binY17_bin57    6.6330e-03 +/-  1.58e-01
     prop_binY17_bin58   -1.3222e-02 +/-  1.58e-01
