
Attaching file multidimfit.root as _file0...
(TFile *) 0x38e3280

  RooFitResult: minimized FCN value: -6.28218, estimated distance to minimum: 5.82502e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY17_bin40_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin40_alpha   -3.7487e-04 +/-  2.32e-01
  prop_binY17_bin40_bk    3.3343e+00 +/-  1.30e+00
  prop_binY17_bin40_dy_gg    3.3971e+01 +/-  4.93e+00
  prop_binY17_bin40_fmn    2.1662e-02 +/-  2.32e-01
  prop_binY17_bin40_fpl   -4.2220e-02 +/-  2.32e-01
  prop_binY17_bin40_gam    3.8790e+01 +/-  5.26e+00
     prop_binY17_bin41    4.9996e-02 +/-  2.31e-01
     prop_binY17_bin42    1.8411e-02 +/-  2.31e-01
     prop_binY17_bin43   -4.4622e-03 +/-  2.32e-01
     prop_binY17_bin44    4.6851e-03 +/-  2.32e-01
     prop_binY17_bin45   -1.0334e-02 +/-  2.32e-01
     prop_binY17_bin46   -1.9810e-02 +/-  2.31e-01
     prop_binY17_bin47    2.2551e-01 +/-  2.30e-01
  prop_binY17_bin48_LQint    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin48_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin48_alpha    2.8881e-05 +/-  2.32e-01
  prop_binY17_bin48_bk    5.0649e+00 +/-  1.67e+00
  prop_binY17_bin48_dy_gg    1.9002e+01 +/-  3.66e+00
  prop_binY17_bin48_fmn   -1.5379e-03 +/-  2.32e-01
  prop_binY17_bin48_fpl    2.5178e-03 +/-  2.32e-01
  prop_binY17_bin48_gam    2.6015e+01 +/-  4.30e+00
     prop_binY17_bin49    1.9023e-02 +/-  2.31e-01
      prop_binY17_bin5   -5.3555e-02 +/-  2.31e-01
     prop_binY17_bin50    1.8039e-03 +/-  2.31e-01
     prop_binY17_bin51    1.6390e-03 +/-  2.32e-01
     prop_binY17_bin52   -5.7674e-04 +/-  2.32e-01
     prop_binY17_bin53   -6.4920e-04 +/-  2.32e-01
     prop_binY17_bin54   -4.7145e-03 +/-  2.31e-01
     prop_binY17_bin55   -8.9770e-03 +/-  2.31e-01
  prop_binY17_bin56_LQint    2.0000e+00 +/-  1.13e+00
  prop_binY17_bin56_LQpure    3.0000e+00 +/-  1.39e+00
  prop_binY17_bin56_alpha    2.5000e+01 +/-  4.22e+00
  prop_binY17_bin56_dy_gg    1.9977e+00 +/-  1.13e+00
  prop_binY17_bin56_fmn    2.8014e+01 +/-  4.47e+00
  prop_binY17_bin56_fpl    2.7979e+01 +/-  4.46e+00
  prop_binY17_bin56_gam    1.9995e+00 +/-  1.13e+00
     prop_binY17_bin57    6.5314e-03 +/-  2.32e-01
     prop_binY17_bin58   -1.3377e-02 +/-  2.31e-01
     prop_binY17_bin59    9.8885e-03 +/-  2.32e-01
      prop_binY17_bin6    1.6627e-01 +/-  2.30e-01
     prop_binY17_bin60   -1.0729e-02 +/-  2.32e-01
     prop_binY17_bin61    6.3718e-03 +/-  2.32e-01
     prop_binY17_bin62   -1.7556e-03 +/-  2.32e-01
  prop_binY17_bin63_LQint    2.0000e+00 +/-  1.13e+00
  prop_binY17_bin63_LQpure    3.0000e+00 +/-  1.39e+00
  prop_binY17_bin63_alpha    2.5000e+01 +/-  4.22e+00
  prop_binY17_bin63_dy_gg    2.0004e+00 +/-  1.13e+00
  prop_binY17_bin63_fmn    2.7999e+01 +/-  4.47e+00
  prop_binY17_bin63_fpl    2.8008e+01 +/-  4.46e+00
  prop_binY17_bin63_gam    2.0001e+00 +/-  1.13e+00
     prop_binY17_bin64   -1.3133e-01 +/-  2.31e-01
     prop_binY17_bin65    9.1947e-03 +/-  2.32e-01
     prop_binY17_bin66   -5.1875e-03 +/-  2.32e-01
     prop_binY17_bin67   -1.0822e-03 +/-  2.32e-01
     prop_binY17_bin68    1.8070e-04 +/-  2.32e-01
     prop_binY17_bin69    6.7480e-03 +/-  2.32e-01
      prop_binY17_bin7   -2.4922e-01 +/-  2.28e-01
     prop_binY17_bin70   -2.7269e-03 +/-  2.32e-01
     prop_binY17_bin71    1.0461e-01 +/-  2.31e-01
     prop_binY17_bin72    2.1759e-02 +/-  2.32e-01
     prop_binY17_bin73    6.2379e-03 +/-  2.32e-01
     prop_binY17_bin74    1.0542e-02 +/-  2.32e-01
     prop_binY17_bin75    1.8998e-03 +/-  2.32e-01
     prop_binY17_bin76   -1.5033e-03 +/-  2.32e-01
